Argument ID,Conclusion,Premise,Score
F01150,باید به همه محبت کنیم.,با مردم آنگونه معاشرت كنيد، كه اگر مرديد بر شما اشك ريزند، و اگر زنده مانديد، با اشتياق سوى شما آيند,1
F01151,باید به همه محبت کنیم.,هرکه محبت خود را به غیر محلش بگذارد، خود متعرض قطع محبت شده است,-1
F01152,باید در انتخاب محلی که خود را قرار می‌دهیم دقت کنیم.,هرکه خود را در محل تهمت درآورد ملامت نکند کسی را که گمان بد به او می برد.,1
F01153,باید به دوستان کمک کنیم.,هرکه جامه زیادتی داشته باشد و داند که برادر مؤمنش به آن محتاج است، به او ندهد، حق تعالی او را سرنگون در آتش جهنّم اندازد,1
F01154,باید به دوستان کمک کنیم.,كسى را كه نزديكانش واگذارند، بيگانه او را پذيرا مى گردد.,1
F01155,نباید عیب دیگران را بر ملا کنیم,باید که دورترین افراد رعیت از تو و دشمن ترین آنان در نزد تو، کسی باشد که بیش از دیگران عیب جوی مردم است. زیرا در مردم عیب هایی است و والی از هر کس دیگر به پوشیدن آن ها سزاوارتر است.,1
F01156,نباید عیب دیگران را بر ملا کنیم,ز عیب های مردم آنچه از نظرت پنهان است، مخواه که آشکار شود، زیرا آنچه بر عهده توست، پاکیزه ساختن چیزهایی است که بر تو آشکار است و خداست که بر آنچه از نظرت پوشیده است، داوری کند.,1
F01157,نباید عیب دیگران را بر ملا کنیم,توانی عیب های دیگران را بپوشان، تا خداوند عیب های تو را که خواهی از رعیت مستور بماند، بپوشاند.,1
F01158,باید قدردان دیگران باشیم,پستى اين است كه سپاسگزار نعمت نباشى .,1
F01159,باید قدردان دیگران باشیم,سپاسگزارى تو از كسى كه از تو راضى است ، موجب رضايت و وفادارى بيشتر او مى شود و سپاس گزاريت از كسى كه از تو ناخشنود است ، سبب رفع ناراحتى و مهربانى او نسبت به تو مى شود,1
F01160,باید قدردان دیگران باشیم,همواره از آنان ستايش كن، و كارهاى مهمّى كه انجام داده اند بر شمار، زيرا يادآورى كارهاى ارزشمند آنان، شجاعان را بر مى انگيزاند، و ترسوها را به تلاش وامى دارد,1
F01161,باید قدردان دیگران باشیم,و در يك ارزشيابى دقيق، رنج و زحمات هر يك از آنان را شناسايى كن، و هرگز تلاش و رنج كسى را به حساب ديگرى نگذاشته، و ارزش خدمت او را ناچيز مشمار، تا شرافت و بزرگى كسى موجب نگردد كه كار كوچكش را بزرگ بشمارى، يا گمنامى كسى باعث شود كه كار بزرگ او را ناچيز بدانى.,1
F01162,باید وفای به عهد داشته باشیم,اگر پيمانى بين تو و دشمن منعقد گرديد، يا در پناه خود او را امان دادى، به عهد خويش وفا دار باش، و بر آنچه بر عهده گرفتى امانت دار باش، و جان خود را سپر پيمان خود گردان، زيرا هيچ يك از واجبات الهى همانند وفاى به عهد نيست. كه همه مردم جهان با تمام اختلافاتى كه در افكار و تمايلات دارند، در آن اتّفاق نظر داشته باشند.,1
F01163,باید وفای به عهد داشته باشیم,پس هرگز پيمان شكن مباش، و در عهد خود خيانت مكن، و دشمن را فريب مده، زيرا كسى جز نادان بدكار، بر خدا گستاخى روا نمى دارد,1
F01164,باید وفای به عهد داشته باشیم,خلاف وعده عمل كردن، خشم خدا و مردم را بر مى انگيزاند كه خداى بزرگ فرمود: «دشمنى بزرگ نزد خدا آن كه بگوييد و عمل نكنيد».,1
F01165,باید وفای به عهد داشته باشیم,مبادا قراردادى را امضاء كنى كه در آن براى دغلكارى و فريب راه هايى وجود دارد، و پس از محكم كارى و دقّت در قرار داد نامه، دست از بهانه جويى بردار، مبادا مشكلات پيمانى كه بر عهده ات قرار گرفته، و خدا آن را بر گردنت نهاده، تو را به پيمان شكنى وا دارد، زيرا شكيبايى تو در مشكلات پيمان ها كه اميد پيروزى در آينده را به همراه دارد، بهتر از پيمان شكنى است كه از كيفر آن مى ترسى، و در دنيا و آخرت نمى توانى پاسخ گوى پيمان شكنى باشى.,1
F01166,حکومت‌ها نباید خونریزی کنند,ریختن خون انسان، در جمیع ادیان الهی حرام است چرا که تباه کردن یک انسان نبوده و بلکه به تباهی کشاندن خلقت و در واقع منازعه با ربوبیت خداست,1
F01167,حکومت‌ها نباید خونریزی کنند,از خونريزى بپرهيز، و از خون ناحق پروا كن، كه هيچ چيز همانند خون ناحق كيفر الهى را نزديك مجازات را بزرگ نمى كند، و نابودى نعمت ها را سرعت نمى بخشد و زوال حكومت را نزديك نمى گرداند، و روز قيامت خداى سبحان قبل از رسيدگى اعمال بندگان، نسبت به خون هاى ناحق ريخته شده داورى خواهد كرد,1
F01168,حکومت‌ها نباید خونریزی کنند,خون ناحق، پايه هاى حكومت را سست، و پست مى كند و بنياد آن را بر كنده به ديگرى منتقل سازد،,1
F01169,به مرگ فکر کردن خوب نیست,آن كس كه فراوان به ياد مرگ باشد در دنيا به اندك چيزى خشنود است,-1
F01170,به مرگ فکر کردن خوب نیست,كسى كه به ياد سفر طولانى آخرت باشد، خود را آماده مى سازد,-1
F01171,به مرگ فکر کردن خوب نیست,آن كس كه مرگ را انتظار مى كشد در نيكى ها شتاب مى كند,-1
F01172,کنجکاوی خوب نیست,از دين و آيين مردم پرس و جو مكن كه بى دوست مى مانى.,1
F01173,کنجکاوی خوب نیست,تفحّص و کنجکاوی در امور شخصی دیگران، نوعی پیروی از سوء ظن است؛ که این کار درواقع عکس‌العمل بدبینی است,1
F01174,کنجکاوی خوب نیست,هرگاه آبرو بریزد، جمع‌آوری آن دشوار است,1
F01175,کنجکاوی خوب نیست,پس آن كس كه دنبال توهّم و كنجكاوى دروغين رفت به حق نرسيد,1
F01176,باید از ستیزه جویی پرهیز کنیم,از خصومت و جدال باید پرهیز کرد که سبب شک و تردید مى شود، اعمال انسان را حبط و نابود مى کند و صاحبش را به هلاکت مى کشاند و اى بسا سخنى بگوید که هرگز بخشوده نشود,1
