,output_text,vector, ,index,output_data_source
180,"ای پسته تو خنده زده بر حديث قند
مشتاقم از برای خدا يک شکر بخند
طوبی ز قامت تو نيارد که دم زند
زين قصه بگذرم که سخن می‌شود بلند
خواهی که برنخيزدت از ديده رود خون
دل در وفای صحبت رود کسان مبند
گر جلوه می‌نمايی و گر طعنه می‌زنی
ما نيستيم معتقد شيخ خودپسند
ز آشفتگی حال من آگاه کی شود
آن را که دل نگشت گرفتار اين کمند
بازار شوق گرم شد آن سروقد کجاست
تا جان خود بر آتش رويش کنم سپند
جايی که يار ما به شکرخنده دم زند
ای پسته کيستی تو خدا را به خود مخند
حافظ چو ترک غمزه ترکان نمی‌کنی
دانی کجاست جای تو خوارزم يا خجند","[[-3.6092737e-05  9.3728742e-03  2.6929416e-03 ...  1.1248860e-02
   1.4108203e-02  1.2845510e-02]]",,181,غزلیات حافظ
181,"بعد از اين دست من و دامن آن سرو بلند
که به بالای چمان از بن و بيخم برکند
حاجت مطرب و می نيست تو برقع بگشا
که به رقص آوردم آتش رويت چو سپند
هيچ رويی نشود آينه حجله بخت
مگر آن روی که مالند در آن سم سمند
گفتم اسرار غمت هر چه بود گو می‌باش
صبر از اين بيش ندارم چه کنم تا کی و چند
مکش آن آهوی مشکين مرا ای صياد
شرم از آن چشم سيه دار و مبندش به کمند
من خاکی که از اين در نتوانم برخاست
از کجا بوسه زنم بر لب آن قصر بلند
باز مستان دل از آن گيسوی مشکين حافظ
زان که ديوانه همان به که بود اندر بند",[[0.01216653 0.01658668 0.00547892 ... 0.05418064 0.00690978 0.01478537]],,182,غزلیات حافظ
182,"حسب حالی ننوشتی و شد ايامی چند
محرمی کو که فرستم به تو پيغامی چند
ما بدان مقصد عالی نتوانيم رسيد
هم مگر پيش نهد لطف شما گامی چند
چون می از خم به سبو رفت و گل افکند نقاب
فرصت عيش نگه دار و بزن جامی چند
قند آميخته با گل نه علاج دل ماست
بوسه‌ای چند برآميز به دشنامی چند
زاهد از کوچه رندان به سلامت بگذر
تا خرابت نکند صحبت بدنامی چند
عيب می جمله چو گفتی هنرش نيز بگو
نفی حکمت مکن از بهر دل عامی چند
ای گدايان خرابات خدا يار شماست
چشم انعام مداريد ز انعامی چند
پير ميخانه چه خوش گفت به دردی کش خويش
که مگو حال دل سوخته با خامی چند
حافظ از شوق رخ مهر فروغ تو بسوخت
کامگارا نظری کن سوی ناکامی چند",[[0.01109638 0.02725476 0.00588262 ... 0.0591558  0.00664141 0.02200197]],,183,غزلیات حافظ
183,"دوش وقت سحر از غصه نجاتم دادند
واندر آن ظلمت شب آب حياتم دادند
بيخود از شعشعه پرتو ذاتم کردند
باده از جام تجلی صفاتم دادند
چه مبارک سحری بود و چه فرخنده شبی
آن شب قدر که اين تازه براتم دادند
بعد از اين روی من و آينه وصف جمال
که در آن جا خبر از جلوه ذاتم دادند
من اگر کامروا گشتم و خوشدل چه عجب
مستحق بودم و اين‌ها به زکاتم دادند
هاتف آن روز به من مژده اين دولت داد
که بدان جور و جفا صبر و ثباتم دادند
اين همه شهد و شکر کز سخنم می‌ريزد
اجر صبريست کز آن شاخ نباتم دادند
همت حافظ و انفاس سحرخيزان بود
که ز بند غم ايام نجاتم دادند","[[ 8.5815405e-03 -7.3796975e-05  3.5950309e-03 ...  5.1507629e-03
   1.0868967e-02  1.6853567e-02]]",,184,غزلیات حافظ
184,"دوش ديدم که ملايک در ميخانه زدند
گل آدم بسرشتند و به پيمانه زدند
ساکنان حرم ستر و عفاف ملکوت
با من راه نشين باده مستانه زدند
آسمان بار امانت نتوانست کشيد
قرعه کار به نام من ديوانه زدند
جنگ هفتاد و دو ملت همه را عذر بنه
چون نديدند حقيقت ره افسانه زدند
شکر ايزد که ميان من و او صلح افتاد
صوفيان رقص کنان ساغر شکرانه زدند
آتش آن نيست که از شعله او خندد شمع
آتش آن است که در خرمن پروانه زدند
کس چو حافظ نگشاد از رخ انديشه نقاب
تا سر زلف سخن را به قلم شانه زدند","[[ 1.1504699e-03 -3.4764103e-05  5.9715374e-03 ...  2.0347053e-02
   7.6815072e-03  1.5947437e-02]]",,185,غزلیات حافظ
185,"نقدها را بود آيا که عياری گيرند
تا همه صومعه داران پی کاری گيرند
مصلحت ديد من آن است که ياران همه کار
بگذارند و خم طره ياری گيرند
خوش گرفتند حريفان سر زلف ساقی
گر فلکشان بگذارد که قراری گيرند
قوت بازوی پرهيز به خوبان مفروش
که در اين خيل حصاری به سواری گيرند
يا رب اين بچه ترکان چه دليرند به خون
که به تير مژه هر لحظه شکاری گيرند
رقص بر شعر تر و ناله نی خوش باشد
خاصه رقصی که در آن دست نگاری گيرند
حافظ ابنای زمان را غم مسکينان نيست
زين ميان گر بتوان به که کناری گيرند",[[0.00323757 0.00698259 0.00329152 ... 0.0170056  0.0095583  0.01929439]],,186,غزلیات حافظ
186,"گر می فروش حاجت رندان روا کند
ايزد گنه ببخشد و دفع بلا کند
ساقی به جام عدل بده باده تا گدا
غيرت نياورد که جهان پربلا کند
حقا کز اين غمان برسد مژده امان
گر سالکی به عهد امانت وفا کند
گر رنج پيش آيد و گر راحت ای حکيم
نسبت مکن به غير که اين‌ها خدا کند
در کارخانه‌ای که ره عقل و فضل نيست
فهم ضعيف رای فضولی چرا کند
مطرب بساز پرده که کس بی اجل نمرد
وان کو نه اين ترانه سرايد خطا کند
ما را که درد عشق و بلای خمار کشت
يا وصل دوست يا می صافی دوا کند
جان رفت در سر می و حافظ به عشق سوخت
عيسی دمی کجاست که احيای ما کند",[[0.01348363 0.02416724 0.00356517 ... 0.01263522 0.01367545 0.02532564]],,187,غزلیات حافظ
187,"دلا بسوز که سوز تو کارها بکند
نياز نيم شبی دفع صد بلا بکند
عتاب يار پری چهره عاشقانه بکش
که يک کرشمه تلافی صد جفا بکند
ز ملک تا ملکوتش حجاب بردارند
هر آن که خدمت جام جهان نما بکند
طبيب عشق مسيحادم است و مشفق ليک
چو درد در تو نبيند که را دوا بکند
تو با خدای خود انداز کار و دل خوش دار
که رحم اگر نکند مدعی خدا بکند
ز بخت خفته ملولم بود که بيداری
به وقت فاتحه صبح يک دعا بکند
بسوخت حافظ و بويی به زلف يار نبرد
مگر دلالت اين دولتش صبا بکند","[[ 0.00673108  0.00042783  0.00655181 ...  0.02519735  0.01474107
  -0.00075424]]",,188,غزلیات حافظ
188,"مرا به رندی و عشق آن فضول عيب کند
که اعتراض بر اسرار علم غيب کند
کمال سر محبت ببين نه نقص گناه
که هر که بی‌هنر افتد نظر به عيب کند
ز عطر حور بهشت آن نفس برآيد بوی
که خاک ميکده ما عبير جيب کند
چنان زند ره اسلام غمزه ساقی
که اجتناب ز صهبا مگر صهيب کند
کليد گنج سعادت قبول اهل دل است
مباد آن که در اين نکته شک و ريب کند
شبان وادی ايمن گهی رسد به مراد
که چند سال به جان خدمت شعيب کند
ز ديده خون بچکاند فسانه حافظ
چو ياد وقت زمان شباب و شيب کند","[[ 1.0293482e-02 -2.8577419e-05  6.3812090e-03 ...  1.3978996e-02
   1.8694652e-02  3.2638442e-02]]",,189,غزلیات حافظ
189,"طاير دولت اگر باز گذاری بکند
يار بازآيد و با وصل قراری بکند
ديده را دستگه در و گهر گر چه نماند
بخورد خونی و تدبير نثاری بکند
دوش گفتم بکند لعل لبش چاره من
هاتف غيب ندا داد که آری بکند
کس نيارد بر او دم زند از قصه ما
مگرش باد صبا گوش گذاری بکند
داده‌ام باز نظر را به تذروی پرواز
بازخواند مگرش نقش و شکاری بکند
شهر خاليست ز عشاق بود کز طرفی
مردی از خويش برون آيد و کاری بکند
کو کريمی که ز بزم طربش غمزده‌ای
جرعه‌ای درکشد و دفع خماری بکند
يا وفا يا خبر وصل تو يا مرگ رقيب
بود آيا که فلک زين دو سه کاری بکند
حافظا گر نروی از در او هم روزی
گذری بر سرت از گوشه کناری بکند",[[0.00794229 0.01293119 0.00652533 ... 0.01479144 0.00835592 0.02623779]],,190,غزلیات حافظ
190,"کلک مشکين تو روزی که ز ما ياد کند
ببرد اجر دو صد بنده که آزاد کند
قاصد منزل سلمی که سلامت بادش
چه شود گر به سلامی دل ما شاد کند
امتحان کن که بسی گنج مرادت بدهند
گر خرابی چو مرا لطف تو آباد کند
يا رب اندر دل آن خسرو شيرين انداز
که به رحمت گذری بر سر فرهاد کند
شاه را به بود از طاعت صدساله و زهد
قدر يک ساعته عمری که در او داد کند
حاليا عشوه ناز تو ز بنيادم برد
تا دگرباره حکيمانه چه بنياد کند
گوهر پاک تو از مدحت ما مستغنيست
فکر مشاطه چه با حسن خداداد کند
ره نبرديم به مقصود خود اندر شيراز
خرم آن روز که حافظ ره بغداد کند",[[0.00657025 0.00223679 0.00486866 ... 0.02187793 0.01447128 0.02491562]],,191,غزلیات حافظ
